season,habitat,Carcass ID,Person,MC#,Trial #,carcass,location,WEIGHT,w2,Date/time placed,Date trial End,Date Pulled,TimeRight,What was left?,Fully decomposed?,Fully Decomposed Date/Time,FULLY SCAVENGED BY VERTEBRATE,Time,Status,Species,FPU,F,P,U,SCAVED,Richness,TRIED?,DATE/TIME,TRIED?,DATE/TIME,Ant hill,SCAVENGERS,verts,BTS,Date/Time Scavenged,Monitor Lizard,Date/Time Scavenged,Cane Toad,Date/Time Scavenged,Pig,Date/Time Scavenged,Dog,Date/Time Scavenged,Cat,Date/Time Scavenged,Chicken,Date/Time Scavenged,Rat,Date/Time Scavenged,Mouse,Date/Time Scavenged,inverts,Coconut Crab,Date/Time Scavenged,Land Crab,Date/Time Scavenged,Hermit Crab,Date/Time Scavenged,Unknown,date/time,VISITORS,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,deer,Skink,Pig,Dog,Cat,Chicken,Rat,Gecko,Mouse,Shrew,Gunther's Frog,Francolin,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,inverts,Coconut Crab,Land Crab,Snails,Slugs,Hermit Crab,Worm Thing,Spider,Roaches,PASSED,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Pacific Reef Heron,Pacific Golden Plover,Yellow Bittern,Phillipine Collared Dove,inverts,Coconut Crab,Land Crab,hermit crabs,Snails,Slugs,Worm Thing,Spider,Roaches,VISITORS AFTER DECOMPOSTION,Verts,BTS,Monitor Lizard,Cane Toad,Frogs,Deer,Skink,Pig,Dog,Cat,Chicken,Rat,Mouse,Shrew,Dove,Bittern,inverts,Coconut Crab,Hermit Crab,Land Crab,Snails,Slugs,Butterflies,Notes
WET,T,TMRO21,MATT,GU36A,7,Rat,OPEN,3.45,34.5,7/11/2016 13:33,,,Yes,"no flesh, 20% bones",,7/14/2016 1:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,
WET,T,TPRB19,PHILLIP,GU31B,6,Rat,BURROW,3.45,34.5,6/28/2016 12:12,,,Yes,"30% skin, 70% bones, 0% flesh",,6/30/2016 8:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,
DRY,U,KURB27,KELSEY,GU43B,6,Rat,BURROW,3.45,34.5,2/23/2017 14:18,,2/28/2017,Yes,MELTED OVER TRIGGER,,2/25/2017 23:30,,5,0,,PARTIALLY,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/24/2017 22:24,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KURB21,KELSEY,GU43B,5,Rat,BURROW,3.45,34.5,2/17/2017 14:42,,,Yes,rat carpet,,2/22/2017 11:42,,5,0,,PARTIALLY,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/19/2017 3:42,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO48,KELSEY,GU7A,9,Rat,OPEN,3.45,34.5,3/18/2017 17:18,,,Yes,gone,,,3/18/2017 20:27,0.13,1,COCONUT CRAB,FULLY,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,3/18/2017 20:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTRO2,JOSH,H79,1,Rat,OPEN,3.45,34.5,1/26/2017 2:56,,,Yes,gone,,,1/27/2017 1:34,0.94,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,1/27/2017 1:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRO27,PHILLIP,H23,7,Rat,OPEN,3.45,34.5,7/11/2016 16:22,,,Yes,Nothing,,,7/12/2016 19:24,1.13,1,CANE TOAD,FULLY,1,,,1,1,,,,,,1,,,,,,1,7/12/2016 19:18,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRB19,KELSEY,GU48A,5,Rat,BURROW,3.45,34.5,2/15/2017 0:00,,,Yes,gone,,,2/16/2017 6:54,1.29,1,COCONUT CRAB,FULLY,1,,,1,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,2/16/2017 6:54,,,1,2/16/2017 5:18,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRB17,LAUREN,GU13A,5,Rat,BURROW,3.45,34.5,2/15/2017 15:22,,,Yes,gone,,,2/17/2017 3:00,1.48,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/17/2017 3:00,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRB40,LAUREN,H7,11,Rat,BURROW,3.45,34.5,3/29/2017 11:01,,,Yes,"gone, burrow messed with",,,3/31/2017 10:30,1.98,0,MONITOR LIZARD,PARTIALLY,,1,,1,1,CANE TOAD,3/31/2017 2:02,,,,1,,,,1,3/31/2017 10:30,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DECOMPOSED QUITE A BIT BEFORE ML SHOWS UP. GETS THAT LAST BIT OF FLESH
DRY,T,KTRB53,KELSEY,GU7A,10,Rat,BURROW,3.5,35,3/24/2017 11:53,,,Yes,"pulled off trigger, skin and skeleton",,3/27/2017 8:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO49,KELSEY,GU19B,10,Rat,OPEN,3.5,35,3/23/2017 10:15,,,Yes,"rat mummy, fur",,3/25/2017 21:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRB23,LAUREN,GU33A,7,Rat,BURROW,3.5,35,3/8/2017 12:24,3/13/2017,3/13/2017,Yes,"rat pelt, bones, ants buried",,3/11/2017 0:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTRO6,JOSH,GU38B,2,Rat,OPEN,3.5,35,1/31/2017 14:18,,,Yes,"0%, fur",,2/2/2017 21:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRO42,PHILLIP,GU39A,10,Rat,OPEN,3.5,35,7/26/2016 16:00,,,Yes,"60% skin, 50% bones, 0% flesh",,7/29/2016 15:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,
WET,U,UPRB17,PHILLIP,GU22B,6,Rat,BURROW,3.5,35,6/29/2016 9:09,,,Yes,"60% skin, 70% bones, 5% flesh",,7/1/2016 12:36,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,
WET,U,UMRB15,MATT,H8,5,Rat,BURROW,3.5,35,6/24/2016 13:19,,,Yes,"25% tissue, burrow knocked over",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJRB8,JOSH,GU7A,3,Rat,BURROW,3.5,35,6/12/2016 12:26,,,Yes,"mummified skin and bones, fur",,6/14/2016 8:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,
WET,U,UKRB7,KELSEY,GU44A,3,Rat,BURROW,3.5,35,6/11/2016 10:30,6/16/2016,6/17/2016,Yes,"burrow blown in, melted rat, moved",,6/13/2016 17:00,,5,0,,UNSCAVENGED,,,1,0,0,CANE TOAD,6/12/2016 20:12,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,
WET,T,TJRB2,JOSH,GU15A,1,Rat,BURROW,3.5,35,6/2/2016 13:25,,,Yes,"fur, bones",,6/5/2016 16:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPRO32,PHILLIP,GU16B,9,Rat,OPEN,3.5,35,7/25/2016 15:44,,,Yes,Nothing,,7/28/2016 11:00,7/28/2016 11:29,2.82,0,MONITOR LIZARD,SCAVENGED AFTER DECOMPOSITION,,1,,0,1,CANE TOAD,7/26/2016 1:26,,,,1,,,,1,7/28/2016 11:23,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,JTRB5,JOSH,GU30A,2,Rat,BURROW,3.5,35,1/31/2017 13:00,,,Yes,"gone, ants",,,2/1/2017 21:42,1.36,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,2/1/2017 21:42,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRB42,KELSEY,H3,8,Rat,BURROW,3.5,35,3/13/2017 17:24,,,Yes,gone,,,3/15/2017 12:56,1.81,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,3/15/2017 12:44,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KURO48,KELSEY,H94,9,Rat,OPEN,3.55,35.5,3/20/2017 13:53,,3/25/2017,Yes,melted on trigger,,3/22/2017 14:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO47,KELSEY,GU23B,9,Rat,OPEN,3.55,35.5,3/18/2017 16:49,,,Yes,some hair and bones,,3/20/2017 20:00,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRO30,LAUREN,GU47B,9,Rat,OPEN,3.55,35.5,3/18/2017 12:10,,,Yes,"fully decomposed, bones/fur, may have fallen off trigger",,3/21/2017 13:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,KURB32,KELSEY,GU29B,7,Rat,BURROW,3.55,35.5,3/9/2017 10:53,3/14/2017,3/14/2017,Yes,"melted, sundried",,3/12/2017 8:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
DRY,T,KTRO30,KELSEY,H66,6,Rat,OPEN,3.55,35.5,2/22/2017 12:54,,2/27/2017,Yes,"a lot of fur, some bones, switch broken",,2/24/2017 14:00,,5,0,,UNSCAVENGED,,,1,0,1,,,,,,1,,,,,,1,2/24/2017 6:06,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,
DRY,U,JURO6,JOSH,GU15A,2,Rat,OPEN,3.55,35.5,2/1/2017 14:06,,,Yes,"0%, skull, trigger moved",,2/3/2017 12:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,chickens scratched carcass away to eat maggots
WET,U,UPRB30,PHILLIP,GU44B,9,Rat,BURROW,3.55,35.5,7/25/2016 11:37,,,Yes,"0% skin, 80% skeleton, 0% flesh",,7/30/2016 10:24,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMRO29,MATT,H43,9,Rat,OPEN,3.55,35.5,7/25/2016 9:43,,,Yes,"10% flesh, 50% skin",NO,7/30/2016 10:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRO26,PHILLIP,GU36B,7,Rat,OPEN,3.55,35.5,7/11/2016 2:03,,,No,"10% skin, 50% skeleton, 0% flesh",,7/13/2016 21:12,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPRB16,PHILLIP,GU30A,5,Rat,BURROW,3.55,35.5,6/24/2016 13:33,,,Yes,"80% skin, 30% skeleton, 0% flesh",,6/28/2016 12:30,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRB2,PHILLIP,GU24A,1,Rat,BURROW,3.55,35.5,6/2/2016 12:36,,,Yes,"30%skeleton, 5% flesh",,6/6/2016 10:45,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRB18,KELSEY,GU24B,4,Rat,BURROW,3.55,35.5,2/10/2017 16:16,,,Yes,"fur and bones, off trigger",,2/13/2017 8:42,,5,0,,PARTIALLY,,1,,1,2,,,,,,1,,,,,,1,2/12/2017 7:30,,,,,,,,,,,,,,,,,,1,2/11/2017 20:24,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TJRO12,JOSH,H52,4,Rat,OPEN,3.55,35.5,6/19/2016 14:05,6/24/2016,6/23/2016,Yes,nothing,,,6/19/2016 22:06,0.33,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/19/2016 22:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRB25,PHILLIP,GU25B,7,Rat,BURROW,3.55,35.5,7/11/2016 14:33,,,Yes,Nothing,,,7/12/2016 0:46,0.43,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,7/12/2016 0:42,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRB5,KELSEY,GU52A,2,Rat,BURROW,3.55,35.5,1/31/2017 11:15,2/5/2017,,Yes,gone,,,2/1/2017 11:15,1,1,MONITOR LIZARD,FULLY,1,,,1,1,,,,,,1,,,,1,2/1/2017 11:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO46,KELSEY,GU14A,9,Rat,OPEN,3.55,35.5,3/18/2017 14:57,,,Yes,gone,,,3/19/2017 19:54,1.21,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,3/19/2017 19:54,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKRO9,KELSEY,GU45A,3,Rat,OPEN,3.55,35.5,6/13/2016 10:33,,,Yes,gone,,,6/14/2016 19:12,1.36,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,6/14/2016 19:12,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TKRB26,KELSEY,H46,8,Rat,BURROW,3.55,35.5,7/16/2016 12:47,,,Yes,"rat carpet, drug out of burrow",,,7/17/2016 22:36,1.41,1,BTS,FULLY,1,,,1,2,,,,,,1,,1,7/17/2016 22:24,,,1,7/17/2016 19:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,T,TPRB18,PHILLIP,GU54A,6,Rat,BURROW,3.55,35.5,6/28/2016 10:22,,,Yes,Nothing,,,6/29/2016 21:06,1.45,1,BTS,FULLY,1,,,1,2,,,,,,1,,1,6/29/2016 21:06,,,,,,,,,,,,,,,,,,,,,,1,6/28/2016 21:06,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UPRB5,PHILLIP,GU33A,2,Rat,BURROW,3.55,35.5,6/6/2016 11:34,,,Yes,nothing,,,6/9/2016 3:15,2.65,0,CANE TOAD,PARTIALLY,,1,,1,1,,,,,,1,,,,,,1,6/9/2016 2:30,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRB26,LAUREN,H86,8,Rat,BURROW,3.6,36,3/13/2017 11:51,,,Yes,"melted over trigger, tail, skin, feet not decomposed",,3/15/2017 13:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LURB12,LAUREN,GU35B,4,Rat,OPEN,3.6,36,2/12/2017 17:59,,,Yes,gone,,2/16/2017 20:54,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LURB9,LAUREN,GU35B,3,Rat,BURROW,3.6,36,2/7/2017 12:21,,,Yes,"skull and pelt, bones",,2/9/2017 15:42,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
DRY,U,LURO4,LAUREN,GU28B,2,Rat,OPEN,3.6,36,2/1/2017 10:21,2/6/2017,,Yes,"rat carpet, mostly fur 20%, tail",,2/3/2017 15:48,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UKRB21,KELSEY,H56,7,Rat,BURROW,3.6,36,7/12/2016 10:38,7/17/2016,7/20/2016,Yes,melted over trigger,NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO16,KELSEY,GU52B,4,Rat,OPEN,3.6,36,2/10/2017 14:54,,,Yes,"skin and bones, fell off trigger",,2/12/2017 16:36,,5,0,,PARTIALLY,,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2/11/2017 5:54,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WET,U,UMRO6,MATT,H21,2,Rat,OPEN,3.6,36,6/6/2016 15:08,,,Yes,"30% bone, 20% fur, no skin",,6/8/2016 10:00,,5,0,,PARTIALLY,,1,,1,1,CANE TOAD,6/9/2016 1:15,,,,1,,,,,,1,6/7/2016 22:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,
WET,T,TPRO13,PHILLIP,H67,5,Rat,OPEN,3.6,36,6/23/2016 13:30,,,Yes,Nothing,,,6/24/2016 19:30,1.25,1,BTS,FULLY,1,,,1,1,CANE TOAD,6/24/2016 3:24,,,,1,,1,6/24/2016 19:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,KTRO44,KELSEY,GU5B,9,Rat,OPEN,3.6,36,3/18/2017 12:29,,,Yes,gone,,,3/20/2017 3:06,1.61,1,BTS,FULLY,1,,,1,1,,,,,,1,,1,3/20/2017 3:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LURB36,LAUREN,GU27B,10,Rat,BURROW,3.65,36.5,3/25/2017 10:31,,,Yes,"<20% flesh, ants, skin, fur, bones",NO,,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,T,LTRO34,LAUREN,H104,10,Rat,OPEN,3.65,36.5,3/23/2017 10:33,,,Yes,"rat carpet, pelt, bones, over trigger",,3/25/2017 10:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRY,U,LURB24,LAUREN,GU15A,7,Rat,OPEN,3.65,36.5,3/9/2017 16:22,,,Yes,"partially buried by ants, fur, bones",,3/11/2017 11:18,,5,0,,UNSCAVENGED,,,1,0,0,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
